plate,delta_x_px,delta_y_px,scatter_px,offset_arcsec,n_tiles,status
XE625,0.0007989653640834,0.0001332226920567,0.022982960431681,0.0013762795466434,4,ok
XE626,-0.0050683344388744,0.0155354477201399,0.0156254222377078,0.0277658068454731,4,ok
XE627,-0.0100411126695689,0.0038961937584645,0.0134640368224435,0.0183004019907645,4,ok
XE628,-0.0128969641473304,-0.0039293999425353,0.0217526276502388,0.0229079896519095,4,ok
XE629,-0.0148087677489456,0.0161259543842788,0.011689269903807,0.0372004505621149,4,ok
XE630,0.0018175613495259,0.0006416743935915,0.0117916451940892,0.0032750591065407,4,ok
XE631,-0.0057488663696858,0.0049605879771661,0.0148154327350762,0.0129017694844631,4,ok
XE633,-0.0091320319997976,0.0327615419885205,0.0215161180377239,0.057787829665075,4,ok
XE634,-0.0017391336605214,-0.002316143700682,0.0131361101439378,0.0049213190751407,4,ok
XE635,-0.0098814494967882,0.0229739814785716,0.0281479975768122,0.0424931429579714,4,ok
XE636,-0.0081394577746323,0.0065634470311124,0.0127223543254736,0.0177661179872155,4,ok
XE637,-0.0059809608728755,0.003242805897571,0.0153981160725571,0.0115599608755302,4,ok
XE638,-0.0209374814648981,6.174979534989689e-05,0.0189670335660769,0.0355754147241207,4,ok
XE639,0.0008080182369667,-0.0015281610458259,0.0121777028461163,0.0029371509598776,4,ok
XE640,0.0018353649202254,0.0089217909521721,0.0196122193155473,0.0154766200986468,4,ok
XE641,0.0083548442908067,0.0061289905224839,0.0154551111742638,0.0176060110200216,4,ok
XE642,-0.0125718949075235,-0.0004189700775896,0.0161834722343874,0.021372996695838,4,ok
XE643,-0.0209750844314839,0.0204715720801687,0.0118654413389102,0.0498000974115314,4,ok
